company,country,sector
Hwashin Co. Ltd. (010690),South Korea,Motor Vehicle Parts Companies
Hwashin Tech Co. Ltd. (086250),South Korea,Motor Vehicle Parts Companies
Hydrogen Hybrid Technologies Inc. (HYHY),United States,Motor Vehicle Parts Companies
Hyundai Industrial Co. Ltd. (170030),South Korea,Motor Vehicle Parts Companies
Hyundai Mobis Co. Ltd. (012330),South Korea,Motor Vehicle Parts Companies
Hyundai Wia Corp. (011210),South Korea,Motor Vehicle Parts Companies
Ichikoh Industries Ltd. (7244),Japan,Motor Vehicle Parts Companies
Igarashi Motors India Ltd. (517380),India,Motor Vehicle Parts Companies
IJT Technology Holdings Co. Ltd. (7315),Japan,Motor Vehicle Parts Companies
Ikuyo Co. Ltd. (7273),Japan,Motor Vehicle Parts Companies
Ilji Technology Co. Ltd. (019540),South Korea,Motor Vehicle Parts Companies
Imasen Electric Industrial Co. Ltd. (7266),Japan,Motor Vehicle Parts Companies
Indag Rubber Ltd. (509162),India,Motor Vehicle Parts Companies
India Motor Parts & Accessories Ltd. (590065),India,Motor Vehicle Parts Companies
India Nippon Electricals Ltd. (532240),India,Motor Vehicle Parts Companies
Indospring (INDS),Indonesia,Motor Vehicle Parts Companies
INFAC Corp. (023810),South Korea,Motor Vehicle Parts Companies
Inoue Rubber (Thailand) PCL (IRC),Thailand,Motor Vehicle Parts Companies
Inoue Rubber (Thailand) PCL NVDR (IRC-R),Thailand,Motor Vehicle Parts Companies
Interhides PCL (IHL),Thailand,Motor Vehicle Parts Companies
Interhides PCL NVDR (IHL-R),Thailand,Motor Vehicle Parts Companies
INZI Controls Co. Ltd. (023800),South Korea,Motor Vehicle Parts Companies
Iochpe-Maxion S/A ADR (IOCJY),United States,Motor Vehicle Parts Companies
Iochpe-Maxion S/A Ord (MYPK3),Brazil,Motor Vehicle Parts Companies
IP Rings Ltd. (523638),India,Motor Vehicle Parts Companies
IST Ltd. (508807),India,Motor Vehicle Parts Companies
Izo-Blok S.A. (IZB),Poland,Motor Vehicle Parts Companies
Jamna Auto Industries Ltd. (520051),India,Motor Vehicle Parts Companies
Jantsa Jant Sanayi ve Ticaret A.S. (JANTS),Turkey,Motor Vehicle Parts Companies
Isuzu Motors Ltd. (7202),Japan,Motor Vehicles Companies
Isuzu Motors Ltd. ADR (ISUZY),United States,Motor Vehicles Companies
Jiangling Motors Corp. Ltd. A (000550),China,Motor Vehicles Companies
Jiangling Motors Corp. Ltd. B (200550),China,Motor Vehicles Companies
Kabe Husvagnar AB Series B (KABEB),Sweden,Motor Vehicles Companies
Kamaz (KMAZ),Russia,Motor Vehicles Companies
Kanematsu Engineering Co. Ltd. (6402),Japan,Motor Vehicles Companies
Karsan Otomotiv Sanayii ve Ticaret A.S. (KARSN),Turkey,Motor Vehicles Companies
Katmerciler Arac Ustu Ekipman Sanayi ve Ticaret A.S. (KATMR),Turkey,Motor Vehicles Companies
Kia Motors Corp. (000270),South Korea,Motor Vehicles Companies
Kinetic Engineering Ltd. (500240),India,Motor Vehicles Companies
Kolao Holdings Co. (900140),South Korea,Motor Vehicles Companies
KR Motors Co. Ltd. (000040),South Korea,Motor Vehicles Companies
Kyokuto Kaihatsu Kogyo Co. Ltd. (7226),Japan,Motor Vehicles Companies
Lanka Ashok Leyland PLC (ASHON),Sri Lanka,Motor Vehicles Companies
Liaoning SG Automotive Group Co. Ltd. A (600303),China,Motor Vehicles Companies
Lifan Industry (Group) Co. Ltd. (601777),China,Motor Vehicles Companies
Linhai Co. Ltd. A (600099),China,Motor Vehicles Companies
LML Ltd. (500255),India,Motor Vehicles Companies
Maharashtra Scooters Ltd. (500266),India,Motor Vehicles Companies
Mahindra & Mahindra Ltd. (500520),India,Motor Vehicles Companies
Mahindra & Mahindra Ltd. GDR (MAHMF),United States,Motor Vehicles Companies
Mahindra & Mahindra Ltd. GDR (MHID),United Kingdom,Motor Vehicles Companies
Majestic Auto Ltd. (500267),India,Motor Vehicles Companies
MAN SE (MAN),United States,Motor Vehicles Companies
MAN SE ADR (MAGOY),United States,Motor Vehicles Companies
MAN SE Pfd. (MAN3),United States,Motor Vehicles Companies
Marcopolo S/A Ord (POMO3),Brazil,Motor Vehicles Companies
Marcopolo S/A Pref (POMO4),Brazil,Motor Vehicles Companies
Maruti Suzuki India Ltd. (532500),India,Motor Vehicles Companies
MaxiTRANS Industries Ltd. (MXI),Australia,Motor Vehicles Companies
Mazda Motor Corp. (MZA),Germany,Motor Vehicles Companies
Mazda Motor Corp. (7261),Japan,Motor Vehicles Companies
Mazda Motor Corp. (MZDAF),United States,Motor Vehicles Companies
Mazda Motor Corp. ADR (MZDAY),United States,Motor Vehicles Companies
Miller Industries Inc. (MLR),United States,Motor Vehicles Companies
Mitsubishi Motors Corp. (MMO),Germany,Motor Vehicles Companies
Mitsubishi Motors Corp. (7211),Japan,Motor Vehicles Companies
Mitsubishi Motors Corp. (MMTOF),United States,Motor Vehicles Companies
Motors Liquidation Co. GUC Trust (MTLQU),United States,Motor Vehicles Companies
Navistar International Corp. (IHR),Germany,Motor Vehicles Companies
Navistar International Corp. (NAV),United States,Motor Vehicles Companies
Navistar International Corp. Conv. Jr. Pref Series D (NAV.PD),United States,Motor Vehicles Companies
Neftekamskiy Avtozavod (NFAZ),Russia,Motor Vehicles Companies
New Flyer Industries Inc. (NFI),Canada,Motor Vehicles Companies
New Flyer Industries Inc. (NFYEF),United States,Motor Vehicles Companies
Nilsson Special Vehicles AB (NILS),Sweden,Motor Vehicles Companies
Nissan Motor Co. Ltd. (NISA),Germany,Motor Vehicles Companies
Nissan Motor Co. Ltd. (7201),Japan,Motor Vehicles Companies
Nissan Motor Co. Ltd. (NSANF),United States,Motor Vehicles Companies
Nissan Motor Co. Ltd. ADR (NSANY),United States,Motor Vehicles Companies
Nissan Shatai Co. Ltd. (7222),Japan,Motor Vehicles Companies
Oshkosh Corp. (OSK),United States,Motor Vehicles Companies
Oshkosh Truck Corp. (OK3),Germany,Motor Vehicles Companies
Otokar Otomotiv ve Savunma Sanayi A.S. (OTKAR),Turkey,Motor Vehicles Companies
Paccar Inc. (PAE),Germany,Motor Vehicles Companies
Paccar Inc. (PCAR),United States,Motor Vehicles Companies
Pavlovskij Avtobus (PAZA),Russia,Motor Vehicles Companies
Petros Petropoulos S.A. (PETRO),Greece,Motor Vehicles Companies
Peugeot S.A. (UG),France,Motor Vehicles Companies
Peugeot S.A. (PEU),United States,Motor Vehicles Companies
Peugeot S.A. (UGN),Mexico,Motor Vehicles Companies
Peugeot S.A. ADR (PUGOY),United States,Motor Vehicles Companies
Piaggio & C. S.p.A. (P1I),Germany,Motor Vehicles Companies
Piaggio & C. S.p.A. (PIAGF),United States,Motor Vehicles Companies
Piaggio & C. S.p.A. (PIA),Italy,Motor Vehicles Companies
Polaris Industries Inc. (PL6),Germany,Motor Vehicles Companies
Polaris Industries Inc. (PII),United States,Motor Vehicles Companies
Porsche Automobil Holding SE (PAH3),United States,Motor Vehicles Companies
Porsche Automobil Holding SE (PAH3),Switzerland,Motor Vehicles Companies
Porsche Automobil Holding SE ADR (POAHY),United States,Motor Vehicles Companies
Porsche Automobil Holding SE Pfd. (POAHF),United States,Motor Vehicles Companies
Qingling Motors Co. Ltd. (1122),Hong Kong,Motor Vehicles Companies
Randon S/A Implementos e Participacoes Ord (RAPT3),Brazil,Motor Vehicles Companies
Randon S/A Implementos e Participacoes Pref (RAPT4),Brazil,Motor Vehicles Companies
Recrusul S/A Ord (RCSL3),Brazil,Motor Vehicles Companies
Recrusul S/A Pref (RCSL4),Brazil,Motor Vehicles Companies
Renault S.A. (RNO),France,Motor Vehicles Companies
Renault S.A. (RNL),United States,Motor Vehicles Companies
Renault S.A. (RNO),Switzerland,Motor Vehicles Companies
Renault S.A. (RNO),Italy,Motor Vehicles Companies
Renault S.A. ADR (RNLSY),United States,Motor Vehicles Companies
Rosenbauer International AG (ROI),Germany,Motor Vehicles Companies
Rosenbauer International AG (ROS),Austria,Motor Vehicles Companies
Rosenbauer International AG (ROI),United States,Motor Vehicles Companies
Rosenbauer International AG (ROS),Switzerland,Motor Vehicles Companies
SAIC Motor Corp. Ltd. A (600104),China,Motor Vehicles Companies
Saleen Automotive Inc. (SLNN),United States,Motor Vehicles Companies
SanYang Motor Co. Ltd. (2206),Taiwan,Motor Vehicles Companies
Shanghai Zhenhua Heavy Industry Co. Ltd. B (900947),China,Motor Vehicles Companies
Shenyang Jinbei Automotive Co. Ltd. A (600609),China,Motor Vehicles Companies
Shinmaywa Industries Ltd. (7224),Japan,Motor Vehicles Companies
Sigma Industries Inc. (SSG),Canada,Motor Vehicles Companies
Sinotruk (Hong Kong) Ltd. (3808),Hong Kong,Motor Vehicles Companies
SML Isuzu Ltd. (505192),India,Motor Vehicles Companies
Sollers OJSC (SVAV),Russia,Motor Vehicles Companies
Spartan Motors Inc. (SPAR),United States,Motor Vehicles Companies
Spartan Motors Inc. (SP8),Germany,Motor Vehicles Companies
SsangYong Motor Co. Ltd. (003620),South Korea,Motor Vehicles Companies
Supreme Industries Inc. (STS),United States,Motor Vehicles Companies
Supreme Industries Inc. Cl A (3K7),Germany,Motor Vehicles Companies
Suzuki Motor Corp. (SUK),Germany,Motor Vehicles Companies
Suzuki Motor Corp. (7269),Japan,Motor Vehicles Companies
Suzuki Motor Corp. (SZKMF),United States,Motor Vehicles Companies
Suzuki Motor Corp. ADR (SZKMY),United States,Motor Vehicles Companies
T3 Motion Inc. (TTTM),United States,Motor Vehicles Companies
Tan Chong Motor Holdings Bhd (TCHONG),Malaysia,Motor Vehicles Companies
Tata Motors Ltd. (500570),India,Motor Vehicles Companies
Tata Motors Ltd. ADR (TATB),Germany,Motor Vehicles Companies
Tata Motors Ltd. ADR (TTM),United States,Motor Vehicles Companies
Tata Motors Ltd. ADR (TATB),United States,Motor Vehicles Companies
Tata Motors Ltd. ADR (TTMN),Mexico,Motor Vehicles Companies
Tata Motors Ltd. Rt (570001),India,Motor Vehicles Companies
Tesla Motors Inc. (TSLA),United States,Motor Vehicles Companies
Tesla Motors Inc. (TL0),United States,Motor Vehicles Companies
Tesla Motors Inc. (TSLA),Switzerland,Motor Vehicles Companies
Tesla Motors Inc. ADR (TSLA),Mexico,Motor Vehicles Companies
Tianjin Faw Xiali Automobile Co. Ltd. A (000927),China,Motor Vehicles Companies
Tiong Woon Corp. Holding Ltd. (BQM),Singapore,Motor Vehicles Companies
Tofas Turk Otomobil Fabrikasi A.S. (TOASO),Turkey,Motor Vehicles Companies
Tornado Global Hydrovacs Ltd. (TGH),Canada,Motor Vehicles Companies
Tornado Global Hydrovacs Ltd. (TRRNF),United States,Motor Vehicles Companies
Toyota Caetano Portugal S/A (SCT),Portugal,Motor Vehicles Companies
Toyota Motor Corp. (TOM),Germany,Motor Vehicles Companies
Toyota Motor Corp. (7203),Japan,Motor Vehicles Companies
Toyota Motor Corp. (TOM),United States,Motor Vehicles Companies
Toyota Motor Corp. ADR (TM),United States,Motor Vehicles Companies
Toyota Motor Corp. CEDEAR (TM),Argentina,Motor Vehicles Companies
Trans-Freight Containers Ltd. (513063),India,Motor Vehicles Companies
TRF Ltd. (505854),India,Motor Vehicles Companies
Tuimazy Concrete Delivery Truck Works (TUZA),Russia,Motor Vehicles Companies
TVS Motor Co. Ltd. (EQTVSMOTOR),India,Motor Vehicles Companies
UMW Holdings Bhd (UMW),Malaysia,Motor Vehicles Companies
VCCL Ltd. (522015),India,Motor Vehicles Companies
Vietnam Manufacturing & Export Processing (Holdings) Ltd. (0422),Hong Kong,Motor Vehicles Companies
Vietnam Manufacturing & Export Processing (Holdings) Ltd. (9110),Taiwan,Motor Vehicles Companies
Volkswagen AG (VOW),United States,Motor Vehicles Companies
Volkswagen AG (VLKAF),United States,Motor Vehicles Companies
Volkswagen AG (VWA),Netherlands,Motor Vehicles Companies
Volkswagen AG (VW),Switzerland,Motor Vehicles Companies
Volkswagen AG ADR (VLKAY),United States,Motor Vehicles Companies
Volkswagen AG ADR (VOW4),United States,Motor Vehicles Companies
Volkswagen AG Non Vtg Pfd. (VW-V),Switzerland,Motor Vehicles Companies
Volkswagen AG Non-Vtg Pfd. (VLKPF),United States,Motor Vehicles Companies
Volkswagen AG Non-Vtg Pfd. (VOW3),United States,Motor Vehicles Companies
Volkswagen AG Non-Vtg Pfd. (VOW3N),Mexico,Motor Vehicles Companies
Volkswagen AG Non-Vtg Pfd. (VOW3),Italy,Motor Vehicles Companies
Volkswagen AG Pfd. ADR (VOW5),United States,Motor Vehicles Companies
Volkswagen AG Pfd. ADR (VLKPY),United States,Motor Vehicles Companies
Volvo AB ADR (VLVLY),United States,Motor Vehicles Companies
BASF India Ltd. (500042),India,Chemicals Companies
BASF SE (BAS),Switzerland,Chemicals Companies
BASF SE (BAS),United States,Chemicals Companies
BASF SE (BFFAF),United States,Chemicals Companies
BASF SE (BASN),Mexico,Chemicals Companies
BASF SE (BASF),Hungary,Chemicals Companies
BASF SE (BASF),Italy,Chemicals Companies
BASF SE ADR (BASFY),United States,Chemicals Companies
BASF SE ADR (BASA),United States,Chemicals Companies
Basic Chemical Industries Co. (1210),Saudi Arabia,Chemicals Companies
Batu Kawan Bhd (BKAWAN),Malaysia,Chemicals Companies
Bayer AG (BAYN),Switzerland,Chemicals Companies
Bayer AG (BAYZF),United States,Chemicals Companies
Bayer AG (BAYN),United States,Chemicals Companies
Bayer AG (BAY),Spain,Chemicals Companies
Bayer AG (BAYER),Hungary,Chemicals Companies
Bayer AG (BAYNN),Mexico,Chemicals Companies
Bayer AG (BAY),Italy,Chemicals Companies
Bayer AG ADR (BAYRY),United States,Chemicals Companies
Bayer AG ADR (BAYA),United States,Chemicals Companies
Bayer CropScience Ltd. (506285),India,Chemicals Companies
Befar Group Co. Ltd. (601678),China,Chemicals Companies
Beijing Capital Juda Ltd. (1329),Hong Kong,Chemicals Companies
Beijing Cisri Gaona Materials & Technology Co. Ltd. (300034),China,Chemicals Companies
Beijing Comens New Materials Co. Ltd. (300200),China,Chemicals Companies
Beijing Easpring Material Technology Co. Ltd. (300073),China,Chemicals Companies
Beijing SJ Environmental Protection & New Material Co. Ltd. (300072),China,Chemicals Companies
BenQ Materials Corp. (8215),Taiwan,Chemicals Companies
Bhagawati Gas Ltd. (500051),India,Chemicals Companies
Bhagawati Oxygen Ltd. (509449),India,Chemicals Companies
Bhageria Industries Ltd. (530803),India,Chemicals Companies
Bhagiradha Chemicals & Industries Ltd. (531719),India,Chemicals Companies
Bhansali Engineering Polymers Ltd. (500052),India,Chemicals Companies
Bharat Agri Fert & Realty Industry Ltd. (531862),India,Chemicals Companies
Bharat Rasayan Ltd. (590021),India,Chemicals Companies
Billion Industrial Holdings Ltd. (2299),Hong Kong,Chemicals Companies
BioAmber Inc. (BIOA),United States,Chemicals Companies
BioAmber Inc. (7BA),Germany,Chemicals Companies
BioExx Specialty Proteins Ltd. (BIXZF),United States,Chemicals Companies
Bio-Gate AG (BIG1),Germany,Chemicals Companies
BioNeutral Group Inc. (BONU),United States,Chemicals Companies
BioNitrogen Holdings Corp. (BIONQ),United States,Chemicals Companies
Bio-On S.p.A. (ON),Italy,Chemicals Companies
BlastGard International Inc. (BLGA),United States,Chemicals Companies
BlueStar Adisseo Co. A (600299),China,Chemicals Companies
Boai NKY Pharmaceuticals Ltd. (300109),China,Chemicals Companies
Bodal Chemicals Ltd. (524370),India,Chemicals Companies
Bombay Oxygen Corp. Ltd. (509470),India,Chemicals Companies
Borax Morarji Ltd. (506315),India,Chemicals Companies
Boubyan Petrochemical Co. K.S.C. (BPCC),Kuwait,Chemicals Companies
BP Castrol K.K. (5015),Japan,Chemicals Companies
BP Plastics Holding Bhd (BPPLAS),Malaysia,Chemicals Companies
Braskem S/A ADR (BRD),Germany,Chemicals Companies
Braskem S/A ADR (BAK),United States,Chemicals Companies
Braskem S/A ADR (BAKN),Mexico,Chemicals Companies
Braskem S/A Ord (BRKM3),Brazil,Chemicals Companies
Braskem S/A Pref A (BRDA),Germany,Chemicals Companies
Braskem S/A Pref A (BRKM5),Brazil,Chemicals Companies
Braskem S/A Pref A (XBRK),Spain,Chemicals Companies
Brenntag AG (BNR),United States,Chemicals Companies
Brenntag AG ADR (BNTGY),United States,Chemicals Companies
Bri-Chem Corp. (BRYFF),United States,Chemicals Companies
Bri-Chem Corp. (BRY),Canada,Chemicals Companies
Brother Enterprises Holding Co. Ltd. (002562),China,Chemicals Companies
Byotrol PLC (BYOT),United Kingdom,Chemicals Companies
C&G Environmental Protection Holdings Ltd. (D79),Singapore,Chemicals Companies
C. Uyemura & Co. Ltd. (4966),Japan,Chemicals Companies
C.J. Gelatine Products Ltd. (507515),India,Chemicals Companies
Cabot Corp. (CBT),United States,Chemicals Companies
Calata Corp. (CAL),Philippines,Chemicals Companies
CalciTech Ltd. (CLKTF),United States,Chemicals Companies
Calgon Carbon Corp. (CCC),United States,Chemicals Companies
California Nanotechnologies Corp. (CNO),Canada,Chemicals Companies
California Nanotechnologies Corp. (CANOF),United States,Chemicals Companies
Calumet Specialty Products Partners L.P. (C1A),Germany,Chemicals Companies
Calumet Specialty Products Partners L.P. (CLMT),United States,Chemicals Companies
Cambrex Corp. (CBM),United States,Chemicals Companies
Camex Ltd. (524440),India,Chemicals Companies
Camlin Fine Sciences Ltd. (532834),India,Chemicals Companies
Camphor & Allied Products Ltd. (500078),India,Chemicals Companies
Campine N.V. (CAMB),Belgium,Chemicals Companies
Camson Bio Technologies Ltd. (538858),India,Chemicals Companies
Canexus Corp. (CUS),Canada,Chemicals Companies
Canexus Corp. (CXUSF),United States,Chemicals Companies
Canexus Corp. (C2X),Germany,Chemicals Companies
Cangzhou Dahua Co. Ltd. A (600230),China,Chemicals Companies
Cangzhou MingZhu Plastic Co. Ltd. (002108),China,Chemicals Companies
Caprihans India Ltd. (509486),India,Chemicals Companies
Capro Corp. (006380),South Korea,Chemicals Companies
Caprolactam Chemicals Ltd. (507486),India,Chemicals Companies
Carbios S.A. (ALCRB),France,Chemicals Companies
Carboclor S.A. (CARC),Argentina,Chemicals Companies
Carbon Sciences Inc. (CABN),United States,Chemicals Companies
Carbures Europe S.A. (CAR),Spain,Chemicals Companies
Carclo PLC (CAR),United Kingdom,Chemicals Companies
Carlit Holdings Co. Ltd. (4275),Japan,Chemicals Companies
Castrol India Ltd. (EQCASTROLIND),India,Chemicals Companies
Cathay Chemical Works Inc. (1713),Taiwan,Chemicals Companies
Cedar Strategic Holdings Ltd. (530),Singapore,Chemicals Companies
Cefc Anhui International Holding Co. Ltd. A (002018),China,Chemicals Companies
Celanese Corp. Series A (CE),United States,Chemicals Companies
Cemedine Co. Ltd. (4999),Japan,Chemicals Companies
Central Industrial Corp. Bhd (CICB),Malaysia,Chemicals Companies
Century Sunshine Group Holdings Ltd. (0509),Hong Kong,Chemicals Companies
Cereplast Inc. (CERPQ),United States,Chemicals Companies
CF Industries Holdings Inc. (C4F),Germany,Chemicals Companies
CF Industries Holdings Inc. (CF),United States,Chemicals Companies
Chambal Fertilisers & Chemicals Ltd. (EQCHAMBLFERT),India,Chemicals Companies
Chandra Asri Petrochemical (TPIA),Indonesia,Chemicals Companies
Changchun Gas Co. Ltd. A (600333),China,Chemicals Companies
Changmao Biochemical Engineering Co. Ltd. (0954),Hong Kong,Chemicals Companies
Changtian Plastic & Chemical Ltd. (AXV),Singapore,Chemicals Companies
